id,text,screen_name,time
726627273852346368,"Colgate-Palmolive Company - Not Just Surviving, But Thriving https://t.co/HmBmY4K7Mj $COST $PG $WMT $CL",SA_IncomeInvest,Sun May 01 04:20:16 +0000 2016
726627272677949440,"Colgate-Palmolive Company - Not Just Surviving, But Thriving https://t.co/IpKLqKSAXQ $COST $PG $WMT $CL",SA_Dividends,Sun May 01 04:20:16 +0000 2016
726616587348762624,2016 Dividend Kings List: https://t.co/wPBovEGMQp $AWR $DOV $NWN $EMR $GPC $PH $PG $MMM $VVC $CINF $KO $JNJ $LANC $LOW $CL $NDSN $FMCB $HRL,KenFaulkenberry,Sun May 01 03:37:48 +0000 2016
726597502565277697,@jimomal77 a friend of mine works for $PG. He says they have lower level workers retiring as Millionaires from $PG stock accounts.,LMTentarelli,Sun May 01 02:21:58 +0000 2016
726546785318146048,"pmarca: RT ShortSightedCap: If you bought $VRX shortly after Mike Pearson joined in 08, you've still done WAY better than $KO $PG $WMT $IBM…",pmarca_retweet,Sat Apr 30 23:00:26 +0000 2016
726534360955031552,$PG:US Procter &amp; Gamble Co (PG) Stake Reduced by WMS Partners LLC #PROCTER &amp; GAMBLE CO  https://t.co/MrIeZPSFsV #SP500,FinSentS_SP500,Sat Apr 30 22:11:04 +0000 2016
726490949367418881,#PG Better Dividend Stock: Procter &amp; Gamble vs. 3M. Read more: https://t.co/MvcAVIXDW7 $PG,personal_pdts,Sat Apr 30 19:18:34 +0000 2016
726490949363208192,#PG Better Dividend Stock: Procter &amp; Gamble vs. 3M. Read more: https://t.co/lyjf55YDY2 $PG,household_pdts,Sat Apr 30 19:18:34 +0000 2016
726488658782507009,We're not buying bonds in SoCal ... Only 4 on list that I don't own ... $VZ   $CVX  $PG  $JPM  https://t.co/rpPyrJV2py,Kurt_from_SoCal,Sat Apr 30 19:09:28 +0000 2016
726480171411361792,Procter &amp; Gamble Co Expected to Earn Q4 2016 Earnings of $0.71 Per Share $PG https://t.co/3L2smbG0Th,SleekMoneycom,Sat Apr 30 18:35:44 +0000 2016
