id,text,screen_name,time
727188282786865152,"$JPM 65 Calls BUYING Activity expiring on 27th May, Vol 1240",SpeedyCalls,Mon May 02 17:29:31 +0000 2016
727185989609861121,How to build customer loyalty and confidence  https://t.co/vV6iH1XEiA $msft $xle $efa $jpm $csco $cbs $ual $utx 1,PhillyTrend215,Mon May 02 17:20:25 +0000 2016
727185253396275200,"All #Buyers Today No #Sellers ? #wow! #Pyramid
$SPX $SPY $QQQ $IWM $FAS $DWTI $UWTI $FCX $AMZN $NFLX $QCOM $AAPL $GS $JPM $SVXY $UVXY $UGAZ",AmericanEtrader,Mon May 02 17:17:29 +0000 2016
727184544860917768,"This is priceless!  #TBTF banks, gotta luv'm. Can't make this shit up. $GS $C $BAC $JPM $MS $WFC  https://t.co/2Kx00yrjNz",HOOISJG,Mon May 02 17:14:40 +0000 2016
727183473904115713,Brand Extensions Create Value for Customers and the Company  https://t.co/qwnNd0PP0F $msft $xle $efa $jpm $csco 1,SanDiegoTrend,Mon May 02 17:10:25 +0000 2016
727178748873859073,"$SPY #STOPLOSS Set @ $206.33 no #ShakeOut Today?
$SPX $QQQ $IWM $FAS $DWTI $UWTI $FCX $AMZN $FB $NFLX $QCOM $AAPL $GS $JPM $SVXY $UVXY $UGAZ",AmericanEtrader,Mon May 02 16:51:38 +0000 2016
727178090795900931,$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/WR05bRNX1x,galebett,Mon May 02 16:49:01 +0000 2016
727177344897703937,$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/DT9Gxo7kqm,galebett,Mon May 02 16:46:03 +0000 2016
727177342850859012,$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/54BRYv6sDU,galebett,Mon May 02 16:46:03 +0000 2016
727177340183257090,$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Le2OfbH86i,galebett,Mon May 02 16:46:02 +0000 2016
727176589805535232,$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/F6BwPmDRQA,galebett,Mon May 02 16:43:03 +0000 2016
727175387869003776,"#GottoLove #HFT that can Pop n' Drop an #Index like a #PennyStock
$SPY $QQQ $IWM $DWTI $UWTI $FCX $AMZN $FB $QCOM $AAPL $GS $JPM $SVXY $UVXY",AmericanEtrader,Mon May 02 16:38:17 +0000 2016
